gradient,K,N,sigma,rho,success,train_error,train_error_fit,validation_error,time_exec(s),nfev,nit,njev
Grad,5,10,1.0,0.0005,True,846.6791071560534,0.11205177327854332,0.13471536233978978,0.34049224853515625,212,209,212
Grad,5,10,1.0,0.001,True,404.70238341824586,0.14076208836879792,0.18376963729953313,0.2916090965270996,186,184,186
Grad,5,10,1.2,1e-05,True,1084.9486742658735,0.06447038469031649,0.08507517286598613,0.7834361076354981,492,472,492
Grad,5,10,1.2,5e-05,True,242.0896834808506,0.07912198178923237,0.11146528153475407,0.5610628604888916,353,344,353
Grad,5,10,1.2,0.0001,True,1045.7348231918654,0.09537238596782775,0.12956974582719508,0.4291543483734131,260,256,260
Grad,5,10,1.2,0.0005,True,261.3667287929189,0.12791775152486698,0.1537490666885836,0.35073027610778806,212,209,212
Grad,5,10,1.2,0.001,True,302.24847690980994,0.14850113940607274,0.18647285185129509,0.22348804473876954,151,150,151
Grad,5,10,1.5,1e-05,True,250.81252216340368,0.09171374224607716,0.12306995507002802,0.992441463470459,613,587,613
Grad,5,10,1.5,5e-05,True,207.88526692569923,0.1086466816042196,0.1300392378352103,0.6643389701843262,404,394,404
Grad,5,10,1.5,0.0001,True,700.9714893351128,0.1137558838075309,0.1370586680512695,0.4764237880706787,300,293,300
Grad,5,10,1.5,0.0005,True,2261.9069324744046,0.14623373165709821,0.16803768556807103,0.5574641704559327,330,321,330
Grad,5,10,1.5,0.001,True,1762.2464150969251,0.16907491003487957,0.18598695813975835,0.34755396842956543,208,205,208
Grad,5,10,1.8,1e-05,True,224.15226674324575,0.10759048285998049,0.1318979111891667,1.3357048034667969,837,800,837
Grad,5,10,1.8,5e-05,True,1757.4627180716866,0.1216835846097902,0.14829321540659035,0.5319815635681152,324,316,324
Grad,5,10,1.8,0.0001,True,383.13593217176265,0.12786847466916113,0.15994138416106035,0.6339619636535645,385,377,385
Grad,5,10,1.8,0.0005,True,354.1843966163942,0.16314271596147178,0.18280206520494005,0.42734365463256835,265,259,265
Grad,5,10,1.8,0.001,True,1684.9456637979913,0.18662420177307706,0.21054952929597678,0.35468220710754395,212,209,212
Grad,5,30,0.2,1e-05,True,352.5030649824618,0.08292095104131181,0.5833905268800319,3.7540995121002196,1270,1176,1270
Grad,5,30,0.2,5e-05,True,372.52523149234577,0.09064910009506692,0.5288968109177988,2.571250152587891,916,857,916
Grad,5,30,0.2,0.0001,True,374.6769529420858,0.11129504409729267,0.4237566007465173,2.3298532962799072,760,722,760
Grad,5,30,0.2,0.0005,True,375.51899768842367,0.2654551449279875,0.5739843811786451,1.7669806003570556,606,567,606
Grad,5,30,0.2,0.001,True,348.8261442144631,0.38199309874593057,0.6472077864820708,1.4414883613586427,522,487,522
Grad,5,30,0.4,1e-05,True,495.67379960569787,0.004478045149970017,0.017974807483143396,3.4784671306610107,1193,1171,1193
Grad,5,30,0.4,5e-05,True,405.8856740122329,0.012572491680009757,0.0556961241028591,1.7410649299621581,610,605,610
Grad,5,30,0.4,0.0001,True,417.46491175851986,0.020730348193890573,0.05472246027282177,1.4761425971984863,611,607,611
Grad,5,30,0.4,0.0005,True,439.40404533701286,0.07846333422925358,0.12105609435291034,1.0979193687438964,465,460,465
Grad,5,30,0.4,0.001,True,495.47727633378713,0.13335654072179706,0.18665184507123492,0.7609282970428467,314,312,314
Grad,5,30,0.6,1e-05,True,343.4532945626414,0.00588248255748827,0.01677615883078869,2.507206392288208,1062,1050,1062
Grad,5,30,0.6,5e-05,True,613.9776124274966,0.014983298377781135,0.03133661512853095,1.7964334964752198,744,737,744
Grad,5,30,0.6,0.0001,True,449.36646917347616,0.023590300257456533,0.08651927525170258,1.295124626159668,544,539,544
Grad,5,30,0.6,0.0005,True,398.89576322657103,0.07402851533298302,0.10529602138628444,0.6941690444946289,287,286,287
Grad,5,30,0.6,0.001,True,538.7888270598019,0.11701616709076983,0.15025240975198345,0.6844192504882812,293,292,293
Grad,5,30,0.8,1e-05,True,1365.2088343479436,0.007557554542302877,0.01572362361223483,2.35785231590271,1014,1000,1014
Grad,5,30,0.8,5e-05,True,408.0900177334845,0.021349261581901362,0.057048158467347385,1.2884573936462402,528,525,528
Grad,5,30,0.8,0.0001,True,454.3013936767268,0.034508222482202554,0.04979876273601053,1.2194217681884765,513,508,513
Grad,5,30,0.8,0.0005,True,546.2580983283162,0.08867368876700385,0.13307200414148684,0.72417311668396,308,306,308
Grad,5,30,0.8,0.001,True,606.696684368632,0.12183418878873713,0.18354505407304286,0.7522533416748047,321,318,321
Grad,5,30,1.0,1e-05,True,215.97845974897564,0.012586708054614596,0.027987513723042923,3.536735010147095,1495,1474,1495
Grad,5,30,1.0,5e-05,True,626.7130991816119,0.03264361450090286,0.05253295219869873,36.05528178215027,799,792,799
Grad,5,30,1.0,0.0001,True,455.68675989920604,0.049107998644000284,0.07135416844582326,1.0856595039367676,427,425,427
Grad,5,30,1.0,0.0005,True,363.95673366102443,0.10238960391233154,0.12889794943641866,1.1537680625915527,311,308,311
Grad,5,30,1.0,0.001,True,438.36150118055286,0.13468926379013782,0.1635607884397674,0.7627748012542724,318,316,318
Grad,5,30,1.2,1e-05,True,744.826981603195,0.02142014451329356,0.03138578585683272,2.7509816169738768,1526,1493,1526
Grad,5,30,1.2,5e-05,True,1114.5435102329686,0.05324937907989845,0.06911743877431302,1.060552167892456,596,591,596
Grad,5,30,1.2,0.0001,True,1193.33535766425,0.0690985250573352,0.09594469636942338,0.6521857261657715,411,409,411
Grad,5,30,1.2,0.0005,True,488.3806087710554,0.12155244069655438,0.1398494328074599,0.5978246212005616,366,362,366
